stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\Users\fish0\Documents\大學程式\ANT_GAME_ORG\SourceCode\allegro5.cfg r
display  D   display_settings.c:212  debug_display_settings           [   0.09209] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.09212] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09214] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.09216] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09219] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.09221] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09224] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.09226] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09229] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.09231] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09234] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.09236] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09239] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.09241] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09244] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.09246] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09248] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.09251] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09253] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.09256] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09258] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.09261] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09264] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.09266] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09269] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.09271] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09274] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.09276] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09279] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.09281] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09284] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.09287] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09289] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.09292] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09294] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.09297] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09299] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.09302] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09304] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.09307] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09309] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.09312] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09314] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.09317] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09319] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.09322] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09324] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.09327] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09329] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.09332] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09334] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.09337] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09339] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.09342] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09344] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.09347] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09349] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.09352] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09354] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.09357] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09359] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.09362] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09364] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.09367] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09369] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.09372] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09374] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.09376] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09379] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.09381] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09384] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.09386] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09389] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.09391] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09394] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.09396] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09399] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.09401] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09403] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.09406] Single Buffer requirement not met.
d3d      D         d3d_disp.cpp:1682 d3d_create_display_internals     [   0.09413] Trying format 0.
d3d      I         d3d_disp.cpp:1358 d3d_display_thread_proc          [   0.09468] Chose a display format: 23
d3d      I         d3d_disp.cpp:1427 d3d_display_thread_proc          [   0.09478] Normal window.
d3d      I         d3d_disp.cpp:791  d3d_create_device                [   0.21037] Using no depth stencil buffer
d3d      D         d3d_disp.cpp:853  d3d_create_device                [   0.27321] BeginScene succeeded in create_device
d3d      D         d3d_disp.cpp:861  d3d_create_device                [   0.27330] Success
d3d      D         d3d_disp.cpp:1705 d3d_create_display_internals     [   0.27338] Resumed after wait.
d3d      I         d3d_disp.cpp:1738 d3d_create_display_internals     [   0.27349] Format 0 succeeded.
d3d      D         d3d_disp.cpp:1769 d3d_create_display_internals     [   0.27353] Returning d3d_display: 000000000106b890
d3d      D         d3d_disp.cpp:1794 d3d_create_display_locked        [   0.27356] al_display=000000000106b890
d3d      D         d3d_disp.cpp:1795 d3d_create_display_locked        [   0.27358] al_display->vt=000000000106b720
system   W            wsystem.c:879  _al_win_safe_load_library        [   0.27471] PathFindOnPath failed to find d3dx9_43.dll
system   W            wsystem.c:879  _al_win_safe_load_library        [   0.27521] PathFindOnPath failed to find d3dx9_42.dll
system   W            wsystem.c:879  _al_win_safe_load_library        [   0.27563] PathFindOnPath failed to find d3dx9_41.dll
system   W            wsystem.c:879  _al_win_safe_load_library        [   0.27606] PathFindOnPath failed to find d3dx9_40.dll
system   W            wsystem.c:879  _al_win_safe_load_library        [   0.27647] PathFindOnPath failed to find d3dx9_39.dll
system   W            wsystem.c:879  _al_win_safe_load_library        [   0.27686] PathFindOnPath failed to find d3dx9_38.dll
system   W            wsystem.c:879  _al_win_safe_load_library        [   0.27727] PathFindOnPath failed to find d3dx9_37.dll
system   W            wsystem.c:879  _al_win_safe_load_library        [   0.27772] PathFindOnPath failed to find d3dx9_36.dll
system   W            wsystem.c:879  _al_win_safe_load_library        [   0.27811] PathFindOnPath failed to find d3dx9_35.dll
system   W            wsystem.c:879  _al_win_safe_load_library        [   0.27851] PathFindOnPath failed to find d3dx9_34.dll
system   W            wsystem.c:879  _al_win_safe_load_library        [   0.27894] PathFindOnPath failed to find d3dx9_33.dll
system   W            wsystem.c:879  _al_win_safe_load_library        [   0.27934] PathFindOnPath failed to find d3dx9_32.dll
system   W            wsystem.c:879  _al_win_safe_load_library        [   0.27973] PathFindOnPath failed to find d3dx9_31.dll
system   W            wsystem.c:879  _al_win_safe_load_library        [   0.28012] PathFindOnPath failed to find d3dx9_30.dll
system   W            wsystem.c:879  _al_win_safe_load_library        [   0.28053] PathFindOnPath failed to find d3dx9_29.dll
system   W            wsystem.c:879  _al_win_safe_load_library        [   0.28092] PathFindOnPath failed to find d3dx9_28.dll
system   W            wsystem.c:879  _al_win_safe_load_library        [   0.28132] PathFindOnPath failed to find d3dx9_27.dll
system   W            wsystem.c:879  _al_win_safe_load_library        [   0.28171] PathFindOnPath failed to find d3dx9_26.dll
system   W            wsystem.c:879  _al_win_safe_load_library        [   0.28210] PathFindOnPath failed to find d3dx9_25.dll
system   W            wsystem.c:879  _al_win_safe_load_library        [   0.28250] PathFindOnPath failed to find d3dx9_24.dll
d3dx9    E        d3d_d3dx9.cpp:121  _al_load_d3dx9_module            [   0.28253] Failed to load D3DX9 library. Library is not installed.
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.28264] opening assets/font/pirulen.ttf rb
font     D                ttf.c:943  al_load_ttf_font_stretch_f       [   0.28317] Font assets/font/pirulen.ttf loaded with pixel size 0 x 8.
font     D                ttf.c:945  al_load_ttf_font_stretch_f       [   0.28323]     ascent=8.0, descent=-2.0, height=10.0
dtor     D               dtor.c:196  _al_register_destructor          [   0.28331] added dtor for ttf_font 00000000028da590, func 00007ffe9bb84c05
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.28336] opening assets/sound/menu.mp3 rb
dtor     D               dtor.c:196  _al_register_destructor          [   1.33314] added dtor for sample 00000000028da050, func 00007ffe9bb91a1d
audio-dsound D           dsound.cpp:311  _dsound_allocate_voice           [   1.33364] Allocating voice
audio-dsound D           dsound.cpp:370  _dsound_allocate_voice           [   1.33369] Allocated voice
dtor     D               dtor.c:196  _al_register_destructor          [   1.33374] added dtor for voice 00000000028e25a0, func 00007ffe9bb95024
dtor     D               dtor.c:196  _al_register_destructor          [   1.33423] added dtor for mixer 00000000028edd00, func 00007ffe9bb904dc
audio-dsound D           dsound.cpp:466  _dsound_start_voice              [   1.33433] Starting voice
audio-dsound D           dsound.cpp:494  _dsound_start_voice              [   1.33437] CreateSoundBuffer
audio-dsound D           dsound.cpp:502  _dsound_start_voice              [   1.33925] CreateSoundBuffer succeeded
audio-dsound D           dsound.cpp:508  _dsound_start_voice              [   1.33934] Starting _dsound_update thread
audio-dsound I           dsound.cpp:518  _dsound_start_voice              [   1.33945] Voice started
dtor     D               dtor.c:196  _al_register_destructor          [   1.33949] added dtor for sample_instance 00000000028ee230, func 00007ffe9bb8929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.33953] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.33955] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.33957] 
dtor     D               dtor.c:196  _al_register_destructor          [   1.33960] added dtor for sample_instance 00000000028ee350, func 00007ffe9bb8929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.33962] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.33965] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.33967] 
dtor     D               dtor.c:196  _al_register_destructor          [   1.33969] added dtor for sample_instance 00000000028ee760, func 00007ffe9bb8929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.33972] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.33974] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.33976] 
dtor     D               dtor.c:196  _al_register_destructor          [   1.33978] added dtor for sample_instance 00000000028ee9c0, func 00007ffe9bb8929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.33981] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.33983] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.33986] 
dtor     D               dtor.c:196  _al_register_destructor          [   1.33989] added dtor for sample_instance 00000000028f2dc0, func 00007ffe9bb8929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.34009] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.34014] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.34017] 
dtor     D               dtor.c:196  _al_register_destructor          [   1.34019] added dtor for sample_instance 00000000028eeae0, func 00007ffe9bb8929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.34022] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.34025] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.34027] 
dtor     D               dtor.c:196  _al_register_destructor          [   1.34030] added dtor for sample_instance 00000000028edf40, func 00007ffe9bb8929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.34033] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.34035] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.34037] 
dtor     D               dtor.c:196  _al_register_destructor          [   1.34039] added dtor for sample_instance 00000000028ee060, func 00007ffe9bb8929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.34042] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.34044] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.34046] 
dtor     D               dtor.c:196  _al_register_destructor          [   1.34049] added dtor for sample_instance 00000000028fbb10, func 00007ffe9bb8929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.34051] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.34053] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.34056] 
dtor     D               dtor.c:196  _al_register_destructor          [   1.34058] added dtor for sample_instance 00000000028fbc30, func 00007ffe9bb8929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.34061] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.34063] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.34065] 
dtor     D               dtor.c:196  _al_register_destructor          [   1.34067] added dtor for sample_instance 00000000028fbd50, func 00007ffe9bb8929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.34070] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.34072] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.34074] 
dtor     D               dtor.c:196  _al_register_destructor          [   1.34076] added dtor for sample_instance 00000000028fbe70, func 00007ffe9bb8929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.34080] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.34082] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.34084] 
dtor     D               dtor.c:196  _al_register_destructor          [   1.34088] added dtor for sample_instance 00000000028fc100, func 00007ffe9bb8929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.34090] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.34093] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.34095] 
dtor     D               dtor.c:196  _al_register_destructor          [   1.34097] added dtor for sample_instance 00000000028fbfe0, func 00007ffe9bb8929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.34100] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.34102] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.34104] 
dtor     D               dtor.c:196  _al_register_destructor          [   1.34106] added dtor for sample_instance 00000000028fc6a0, func 00007ffe9bb8929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.34109] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.34111] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.34113] 
dtor     D               dtor.c:196  _al_register_destructor          [   1.34115] added dtor for sample_instance 00000000028fc460, func 00007ffe9bb8929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.34118] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.34120] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.34122] 
dtor     D               dtor.c:196  _al_register_destructor          [   1.34125] added dtor for sample_instance 00000000028fc220, func 00007ffe9bb8929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.34128] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.34130] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.34132] 
dtor     D               dtor.c:196  _al_register_destructor          [   1.34134] added dtor for sample_instance 00000000028fc340, func 00007ffe9bb8929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.34137] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.34139] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.34141] 
dtor     D               dtor.c:196  _al_register_destructor          [   1.34143] added dtor for sample_instance 00000000028fc580, func 00007ffe9bb8929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.34146] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.34148] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.34150] 
dtor     D               dtor.c:196  _al_register_destructor          [   1.34152] added dtor for sample_instance 00000000028fc7c0, func 00007ffe9bb8929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.34155] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.34157] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.34159] 
dtor     D               dtor.c:196  _al_register_destructor          [   1.34161] added dtor for sample_instance 00000000028fcb20, func 00007ffe9bb8929b
audio-dsound D           dsound.cpp:528  _dsound_stop_voice               [   1.34164] Stopping voice
audio-dsound D           dsound.cpp:545  _dsound_stop_voice               [   1.34167] Joining thread
audio-dsound D           dsound.cpp:551  _dsound_stop_voice               [   1.65255] Joined thread
audio-dsound D           dsound.cpp:553  _dsound_stop_voice               [   1.65267] Destroying thread
audio-dsound D           dsound.cpp:555  _dsound_stop_voice               [   1.65272] Thread destroyed
audio-dsound D           dsound.cpp:562  _dsound_stop_voice               [   1.65275] Releasing buffer
audio-dsound I           dsound.cpp:566  _dsound_stop_voice               [   1.65279] Voice stopped
audio-dsound D           dsound.cpp:466  _dsound_start_voice              [   1.65283] Starting voice
audio-dsound D           dsound.cpp:494  _dsound_start_voice              [   1.65286] CreateSoundBuffer
audio-dsound D           dsound.cpp:502  _dsound_start_voice              [   1.65307] CreateSoundBuffer succeeded
audio-dsound D           dsound.cpp:508  _dsound_start_voice              [   1.65311] Starting _dsound_update thread
audio-dsound I           dsound.cpp:518  _dsound_start_voice              [   1.65322] Voice started
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.65325] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.65327]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.65330]  0.000000 0.707107
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.65332] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.65335]  0.070711 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.65337]  0.000000 0.070711
dtor     D               dtor.c:196  _al_register_destructor          [   1.65340] added dtor for queue 00000000028eec00, func 00007ffe9ba8c5dc
dtor     D               dtor.c:196  _al_register_destructor          [   1.65738] added dtor for timer 00000000028fe140, func 00007ffe9ba9fb3b
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.65804] opening assets/image/icon.jpg rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.65906] opening assets/image/icon.jpg rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.66300] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.66310] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.66313] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.66315] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.66318] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.66321] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.66324] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.66326] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.66329] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   1.66333] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   1.66336] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   1.66339] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   1.66341] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   1.66513] added dtor for bitmap 000000000290a900, func 00007ffe9ba61bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.67612] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.67620] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.67623] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.67625] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.67627] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.67629] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.67631] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.67634] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.67636] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   1.67638] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   1.67640] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   1.67642] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   1.67645] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   1.67671] added dtor for bitmap 00000000028ee5b0, func 00007ffe9ba61bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.68685] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.68694] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.68985] removed dtor for bitmap 00000000028ee5b0
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.69108] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.69118] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.69120] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.69122] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.69124] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.69127] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.69130] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.69132] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.69135] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   1.69137] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   1.69139] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   1.69142] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   1.69144] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   1.69170] added dtor for bitmap 000000000290aab0, func 00007ffe9ba61bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.70240] _al_d3d_sync_bitmap (system) ref count == 1
